DataAsOf,EnrollmentAsOf,level,SchoolYear,DistrictCode,DistrictName,SchoolCode,SchoolName,ApplicationReceiptMonth,seniors,completed_this_month
2026-09-19,2022-06-15,school,2022,36,Indian River School District,748,Sussex Central High School,2022-01-01,395,26
2026-09-19,2022-06-15,school,2022,36,Indian River School District,748,Sussex Central High School,2022-02-01,395,16
2026-09-19,2022-06-15,school,2022,36,Indian River School District,748,Sussex Central High School,2022-03-01,395,19
2026-09-19,2022-06-15,school,2022,36,Indian River School District,748,Sussex Central High School,2022-04-01,395,16
2026-09-19,2022-06-15,school,2022,15,Lake Forest School District,665,Lake Forest High School,2021-10-01,199,34
2026-09-19,2022-06-15,school,2022,15,Lake Forest School District,665,Lake Forest High School,2021-11-01,199,28
2026-09-19,2022-06-15,school,2022,15,Lake Forest School District,665,Lake Forest High School,2021-12-01,199,11
2026-09-19,2022-06-15,school,2022,15,Lake Forest School District,665,Lake Forest High School,2022-01-01,199,9
2026-09-19,2022-06-15,school,2022,15,Lake Forest School District,665,Lake Forest High School,2022-02-01,199,7
2026-09-19,2022-06-15,school,2022,15,Lake Forest School District,665,Lake Forest High School,2022-03-01,199,7
2026-09-19,2022-06-15,school,2022,15,Lake Forest School District,665,Lake Forest High School,2022-04-01,199,11
2026-09-19,2022-06-15,school,2022,16,Laurel School District,756,Laurel Senior High School,2021-10-01,164,8
2026-09-19,2022-06-15,school,2022,16,Laurel School District,756,Laurel Senior High School,2021-11-01,164,18
2026-09-19,2022-06-15,school,2022,16,Laurel School District,756,Laurel Senior High School,2021-12-01,164,6
2026-09-19,2022-06-15,school,2022,16,Laurel School District,756,Laurel Senior High School,2022-01-01,164,7
2026-09-19,2022-06-15,school,2022,16,Laurel School District,756,Laurel Senior High School,2022-02-01,164,8
2026-09-19,2022-06-15,school,2022,16,Laurel School District,756,Laurel Senior High School,2022-03-01,164,10
2026-09-19,2022-06-15,school,2022,16,Laurel School District,756,Laurel Senior High School,2022-04-01,164,5
2026-09-19,2022-06-15,school,2022,18,Milford School District,678,Milford Senior High School,2021-10-01,247,45
2026-09-19,2022-06-15,school,2022,18,Milford School District,678,Milford Senior High School,2021-11-01,247,19
2026-09-19,2022-06-15,school,2022,18,Milford School District,678,Milford Senior High School,2021-12-01,247,6
2026-09-19,2022-06-15,school,2022,18,Milford School District,678,Milford Senior High School,2022-01-01,247,11
2026-09-19,2022-06-15,school,2022,18,Milford School District,678,Milford Senior High School,2022-02-01,247,11
2026-09-19,2022-06-15,school,2022,18,Milford School District,678,Milford Senior High School,2022-03-01,247,6
2026-09-19,2022-06-15,school,2022,18,Milford School District,678,Milford Senior High School,2022-04-01,247,9
2026-09-19,2022-06-15,school,2022,88,MOT Charter School,587,MOT Charter School,2021-10-01,154,46
2026-09-19,2022-06-15,school,2022,88,MOT Charter School,587,MOT Charter School,2021-11-01,154,29
2026-09-19,2022-06-15,school,2022,88,MOT Charter School,587,MOT Charter School,2021-12-01,154,19
2026-09-19,2022-06-15,school,2022,88,MOT Charter School,587,MOT Charter School,2022-01-01,154,7
2026-09-19,2022-06-15,school,2022,88,MOT Charter School,587,MOT Charter School,2022-02-01,154,11
2026-09-19,2022-06-15,school,2022,88,MOT Charter School,587,MOT Charter School,2022-03-01,154,6
2026-09-19,2022-06-15,school,2022,88,MOT Charter School,587,MOT Charter School,2022-04-01,154,4
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,80,Delcastle Technical High School,2021-10-01,387,37
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,80,Delcastle Technical High School,2021-11-01,387,27
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,80,Delcastle Technical High School,2021-12-01,387,20
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,80,Delcastle Technical High School,2022-01-01,387,21
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,80,Delcastle Technical High School,2022-02-01,387,14
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,80,Delcastle Technical High School,2022-03-01,387,11
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,80,Delcastle Technical High School,2022-04-01,387,16
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,66,Hodgson (Paul M.) Vocational Technical High School,2021-10-01,269,28
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,66,Hodgson (Paul M.) Vocational Technical High School,2021-11-01,269,18
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,66,Hodgson (Paul M.) Vocational Technical High School,2021-12-01,269,14
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,66,Hodgson (Paul M.) Vocational Technical High School,2022-01-01,269,20
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,66,Hodgson (Paul M.) Vocational Technical High School,2022-02-01,269,16
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,66,Hodgson (Paul M.) Vocational Technical High School,2022-03-01,269,16
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,66,Hodgson (Paul M.) Vocational Technical High School,2022-04-01,269,19
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,26,Howard High School of Technology,2021-10-01,186,11
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,26,Howard High School of Technology,2021-11-01,186,7
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,26,Howard High School of Technology,2021-12-01,186,4
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,26,Howard High School of Technology,2022-01-01,186,9
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,26,Howard High School of Technology,2022-02-01,186,6
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,26,Howard High School of Technology,2022-03-01,186,22
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,26,Howard High School of Technology,2022-04-01,186,5
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,44,St. Georges Technical High School,2021-10-01,262,39
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,44,St. Georges Technical High School,2021-11-01,262,25
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,44,St. Georges Technical High School,2021-12-01,262,25
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,44,St. Georges Technical High School,2022-01-01,262,21
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,44,St. Georges Technical High School,2022-02-01,262,11
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,44,St. Georges Technical High School,2022-03-01,262,19
2026-09-19,2022-06-15,school,2022,38,New Castle County Vocational-Technical School District,44,St. Georges Technical High School,2022-04-01,262,5
2026-09-19,2022-06-15,school,2022,89,Newark Charter School,588,Newark Charter School,2021-10-01,176,89
2026-09-19,2022-06-15,school,2022,89,Newark Charter School,588,Newark Charter School,2021-11-01,176,21
2026-09-19,2022-06-15,school,2022,89,Newark Charter School,588,Newark Charter School,2021-12-01,176,7
2026-09-19,2022-06-15,school,2022,89,Newark Charter School,588,Newark Charter School,2022-01-01,176,9
2026-09-19,2022-06-15,school,2022,89,Newark Charter School,588,Newark Charter School,2022-02-01,176,7
2026-09-19,2022-06-15,school,2022,89,Newark Charter School,588,Newark Charter School,2022-03-01,176,4
2026-09-19,2022-06-15,school,2022,86,Odyssey Charter School,585,Odyssey Charter School,2021-10-01,65,19
2026-09-19,2022-06-15,school,2022,86,Odyssey Charter School,585,Odyssey Charter School,2021-11-01,65,7
2026-09-19,2022-06-15,school,2022,86,Odyssey Charter School,585,Odyssey Charter School,2021-12-01,65,3
2026-09-19,2022-06-15,school,2022,86,Odyssey Charter School,585,Odyssey Charter School,2022-01-01,65,3
2026-09-19,2022-06-15,school,2022,86,Odyssey Charter School,585,Odyssey Charter School,2022-02-01,65,3
2026-09-19,2022-06-15,school,2022,86,Odyssey Charter School,585,Odyssey Charter School,2022-03-01,65,4
2026-09-19,2022-06-15,school,2022,86,Odyssey Charter School,585,Odyssey Charter School,2022-04-01,65,1
2026-09-19,2022-06-15,school,2022,39,POLYTECH School District,652,POLYTECH High School,2021-10-01,250,44
2026-09-19,2022-06-15,school,2022,39,POLYTECH School District,652,POLYTECH High School,2021-11-01,250,34
2026-09-19,2022-06-15,school,2022,39,POLYTECH School District,652,POLYTECH High School,2021-12-01,250,14
2026-09-19,2022-06-15,school,2022,39,POLYTECH School District,652,POLYTECH High School,2022-01-01,250,11
2026-09-19,2022-06-15,school,2022,39,POLYTECH School District,652,POLYTECH High School,2022-02-01,250,17
2026-09-19,2022-06-15,school,2022,39,POLYTECH School District,652,POLYTECH High School,2022-03-01,250,17
2026-09-19,2022-06-15,school,2022,39,POLYTECH School District,652,POLYTECH High School,2022-04-01,250,12
2026-09-19,2022-06-15,school,2022,71,Positive Outcomes Charter School,570,Positive Outcomes Charter School,NULL,19,0
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,2021-10-01,129,41
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,2021-11-01,129,22
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,2021-12-01,129,7
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,2022-01-01,129,9
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,2022-02-01,129,6
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,2022-03-01,129,4
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,286,Calloway (Cab) School of the Arts,2022-04-01,129,6
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,284,Conrad Schools of Science,2021-10-01,166,47
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,284,Conrad Schools of Science,2021-11-01,166,23
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,284,Conrad Schools of Science,2021-12-01,166,8
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,284,Conrad Schools of Science,2022-01-01,166,16
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,284,Conrad Schools of Science,2022-02-01,166,6
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,284,Conrad Schools of Science,2022-03-01,166,4
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,284,Conrad Schools of Science,2022-04-01,166,4
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,290,Dickinson (John) School,2021-10-01,134,5
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,290,Dickinson (John) School,2021-11-01,134,13
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,290,Dickinson (John) School,2021-12-01,134,1
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,290,Dickinson (John) School,2022-01-01,134,11
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,290,Dickinson (John) School,2022-02-01,134,2
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,290,Dickinson (John) School,2022-03-01,134,8
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,290,Dickinson (John) School,2022-04-01,134,5
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,292,duPont (Alexis I.) High School,2021-10-01,184,7
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,292,duPont (Alexis I.) High School,2021-11-01,184,3
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,292,duPont (Alexis I.) High School,2021-12-01,184,6
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,292,duPont (Alexis I.) High School,2022-01-01,184,2
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,292,duPont (Alexis I.) High School,2022-02-01,184,6
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,292,duPont (Alexis I.) High School,2022-03-01,184,9
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,292,duPont (Alexis I.) High School,2022-04-01,184,9
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2021-10-01,236,5
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2021-11-01,236,13
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2021-12-01,236,7
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2022-01-01,236,6
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2022-02-01,236,5
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2022-03-01,236,8
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,294,McKean (Thomas) High School,2022-04-01,236,12
2026-09-19,2022-06-15,school,2022,32,Red Clay Consolidated School District,516,Meadowood Program,NULL,50,0
2026-09-19,2022-06-15,school,2022,23,Seaford School District,766,Seaford Senior High School,2021-10-01,185,12
2026-09-19,2022-06-15,school,2022,23,Seaford School District,766,Seaford Senior High School,2021-11-01,185,9
2026-09-19,2022-06-15,school,2022,23,Seaford School District,766,Seaford Senior High School,2021-12-01,185,3
2026-09-19,2022-06-15,school,2022,23,Seaford School District,766,Seaford Senior High School,2022-01-01,185,8
2026-09-19,2022-06-15,school,2022,23,Seaford School District,766,Seaford Senior High School,2022-02-01,185,8
2026-09-19,2022-06-15,school,2022,23,Seaford School District,766,Seaford Senior High School,2022-03-01,185,13
2026-09-19,2022-06-15,school,2022,23,Seaford School District,766,Seaford Senior High School,2022-04-01,185,5
2026-09-19,2022-06-15,school,2022,24,Smyrna School District,688,Smyrna High School,2021-10-01,416,44
2026-09-19,2022-06-15,school,2022,24,Smyrna School District,688,Smyrna High School,2021-11-01,416,43
2026-09-19,2022-06-15,school,2022,24,Smyrna School District,688,Smyrna High School,2021-12-01,416,22
2026-09-19,2022-06-15,school,2022,24,Smyrna School District,688,Smyrna High School,2022-01-01,416,28
2026-09-19,2022-06-15,school,2022,24,Smyrna School District,688,Smyrna High School,2022-02-01,416,15
2026-09-19,2022-06-15,school,2022,24,Smyrna School District,688,Smyrna High School,2022-03-01,416,33
2026-09-19,2022-06-15,school,2022,24,Smyrna School District,688,Smyrna High School,2022-04-01,416,19
2026-09-19,2022-06-15,school,2022,77,Sussex Academy,576,Sussex Academy,2021-10-01,120,36
2026-09-19,2022-06-15,school,2022,77,Sussex Academy,576,Sussex Academy,2021-11-01,120,13
2026-09-19,2022-06-15,school,2022,77,Sussex Academy,576,Sussex Academy,2021-12-01,120,13
2026-09-19,2022-06-15,school,2022,77,Sussex Academy,576,Sussex Academy,2022-01-01,120,15
2026-09-19,2022-06-15,school,2022,77,Sussex Academy,576,Sussex Academy,2022-02-01,120,6
2026-09-19,2022-06-15,school,2022,77,Sussex Academy,576,Sussex Academy,2022-03-01,120,4
2026-09-19,2022-06-15,school,2022,77,Sussex Academy,576,Sussex Academy,2022-04-01,120,3
2026-09-19,2022-06-15,school,2022,40,Sussex Technical School District,770,Sussex Technical High School,2021-10-01,323,39
2026-09-19,2022-06-15,school,2022,40,Sussex Technical School District,770,Sussex Technical High School,2021-11-01,323,33
2026-09-19,2022-06-15,school,2022,40,Sussex Technical School District,770,Sussex Technical High School,2021-12-01,323,20
2026-09-19,2022-06-15,school,2022,40,Sussex Technical School District,770,Sussex Technical High School,2022-01-01,323,23
2026-09-19,2022-06-15,school,2022,40,Sussex Technical School District,770,Sussex Technical High School,2022-02-01,323,23
2026-09-19,2022-06-15,school,2022,40,Sussex Technical School District,770,Sussex Technical High School,2022-03-01,323,17
2026-09-19,2022-06-15,school,2022,40,Sussex Technical School District,770,Sussex Technical High School,2022-04-01,323,15
2026-09-19,2022-06-15,school,2022,35,Woodbridge School District,780,Woodbridge High School,2021-10-01,113,5
2026-09-19,2022-06-15,school,2022,35,Woodbridge School District,780,Woodbridge High School,2021-11-01,113,10
2026-09-19,2022-06-15,school,2022,35,Woodbridge School District,780,Woodbridge High School,2021-12-01,113,8
2026-09-19,2022-06-15,school,2022,35,Woodbridge School District,780,Woodbridge High School,2022-01-01,113,2
2026-09-19,2022-06-15,school,2022,35,Woodbridge School District,780,Woodbridge High School,2022-02-01,113,3
2026-09-19,2022-06-15,school,2022,35,Woodbridge School District,780,Woodbridge High School,2022-03-01,113,6
2026-09-19,2022-06-15,lea,2022,29,Appoquinimink School District,All Schools,All Schools,2021-10-01,938,175
2026-09-19,2022-06-15,lea,2022,29,Appoquinimink School District,All Schools,All Schools,2021-11-01,938,114
2026-09-19,2022-06-15,lea,2022,29,Appoquinimink School District,All Schools,All Schools,2021-12-01,938,62
2026-09-19,2022-06-15,lea,2022,29,Appoquinimink School District,All Schools,All Schools,2022-01-01,938,64
2026-09-19,2022-06-15,lea,2022,29,Appoquinimink School District,All Schools,All Schools,2022-02-01,938,45
2026-09-19,2022-06-15,lea,2022,29,Appoquinimink School District,All Schools,All Schools,2022-03-01,938,41
2026-09-19,2022-06-15,lea,2022,29,Appoquinimink School District,All Schools,All Schools,2022-04-01,938,24
2026-09-19,2022-06-15,lea,2022,31,Brandywine School District,All Schools,All Schools,2021-10-01,753,152
2026-09-19,2022-06-15,lea,2022,31,Brandywine School District,All Schools,All Schools,2021-11-01,753,68
2026-09-19,2022-06-15,lea,2022,31,Brandywine School District,All Schools,All Schools,2021-12-01,753,41
2026-09-19,2022-06-15,lea,2022,31,Brandywine School District,All Schools,All Schools,2022-01-01,753,37
2026-09-19,2022-06-15,lea,2022,31,Brandywine School District,All Schools,All Schools,2022-02-01,753,38
2026-09-19,2022-06-15,lea,2022,31,Brandywine School District,All Schools,All Schools,2022-03-01,753,35
2026-09-19,2022-06-15,lea,2022,31,Brandywine School District,All Schools,All Schools,2022-04-01,753,28
2026-09-19,2022-06-15,lea,2022,10,Caesar Rodney School District,All Schools,All Schools,2021-10-01,570,68
2026-09-19,2022-06-15,lea,2022,10,Caesar Rodney School District,All Schools,All Schools,2021-11-01,570,58
2026-09-19,2022-06-15,lea,2022,10,Caesar Rodney School District,All Schools,All Schools,2021-12-01,570,33
2026-09-19,2022-06-15,lea,2022,10,Caesar Rodney School District,All Schools,All Schools,2022-01-01,570,49
2026-09-19,2022-06-15,lea,2022,10,Caesar Rodney School District,All Schools,All Schools,2022-02-01,570,18
2026-09-19,2022-06-15,lea,2022,10,Caesar Rodney School District,All Schools,All Schools,2022-03-01,570,25
2026-09-19,2022-06-15,lea,2022,10,Caesar Rodney School District,All Schools,All Schools,2022-04-01,570,10
2026-09-19,2022-06-15,lea,2022,17,Cape Henlopen School District,All Schools,All Schools,2021-10-01,438,46
2026-09-19,2022-06-15,lea,2022,17,Cape Henlopen School District,All Schools,All Schools,2021-11-01,438,36
2026-09-19,2022-06-15,lea,2022,17,Cape Henlopen School District,All Schools,All Schools,2021-12-01,438,36
2026-09-19,2022-06-15,lea,2022,17,Cape Henlopen School District,All Schools,All Schools,2022-01-01,438,32
2026-09-19,2022-06-15,lea,2022,17,Cape Henlopen School District,All Schools,All Schools,2022-02-01,438,28
2026-09-19,2022-06-15,lea,2022,17,Cape Henlopen School District,All Schools,All Schools,2022-03-01,438,15
2026-09-19,2022-06-15,lea,2022,17,Cape Henlopen School District,All Schools,All Schools,2022-04-01,438,23
2026-09-19,2022-06-15,lea,2022,13,Capital School District,All Schools,All Schools,2021-10-01,500,37
2026-09-19,2022-06-15,lea,2022,13,Capital School District,All Schools,All Schools,2021-11-01,500,21
2026-09-19,2022-06-15,lea,2022,13,Capital School District,All Schools,All Schools,2021-12-01,500,19
2026-09-19,2022-06-15,lea,2022,13,Capital School District,All Schools,All Schools,2022-01-01,500,19
2026-09-19,2022-06-15,lea,2022,13,Capital School District,All Schools,All Schools,2022-02-01,500,18
2026-09-19,2022-06-15,lea,2022,13,Capital School District,All Schools,All Schools,2022-03-01,500,25
2026-09-19,2022-06-15,lea,2022,13,Capital School District,All Schools,All Schools,2022-04-01,500,14
2026-09-19,2022-06-15,lea,2022,70,Charter School of Wilmington,All Schools,All Schools,2021-10-01,236,90
2026-09-19,2022-06-15,lea,2022,70,Charter School of Wilmington,All Schools,All Schools,2021-11-01,236,50
2026-09-19,2022-06-15,lea,2022,70,Charter School of Wilmington,All Schools,All Schools,2021-12-01,236,12
2026-09-19,2022-06-15,lea,2022,70,Charter School of Wilmington,All Schools,All Schools,2022-01-01,236,25
2026-09-19,2022-06-15,lea,2022,70,Charter School of Wilmington,All Schools,All Schools,2022-02-01,236,5
2026-09-19,2022-06-15,lea,2022,70,Charter School of Wilmington,All Schools,All Schools,2022-03-01,236,6
2026-09-19,2022-06-15,lea,2022,70,Charter School of Wilmington,All Schools,All Schools,2022-04-01,236,2
2026-09-19,2022-06-15,lea,2022,33,Christina School District,All Schools,All Schools,2021-10-01,711,46
2026-09-19,2022-06-15,lea,2022,33,Christina School District,All Schools,All Schools,2021-11-01,711,27
2026-09-19,2022-06-15,lea,2022,33,Christina School District,All Schools,All Schools,2021-12-01,711,15
2026-09-19,2022-06-15,lea,2022,33,Christina School District,All Schools,All Schools,2022-01-01,711,17
2026-09-19,2022-06-15,lea,2022,33,Christina School District,All Schools,All Schools,2022-02-01,711,14
2026-09-19,2022-06-15,lea,2022,33,Christina School District,All Schools,All Schools,2022-03-01,711,21
2026-09-19,2022-06-15,lea,2022,33,Christina School District,All Schools,All Schools,2022-04-01,711,27
2026-09-19,2022-06-15,lea,2022,34,Colonial School District,All Schools,All Schools,2021-10-01,632,52
2026-09-19,2022-06-15,lea,2022,34,Colonial School District,All Schools,All Schools,2021-11-01,632,28
2026-09-19,2022-06-15,lea,2022,34,Colonial School District,All Schools,All Schools,2021-12-01,632,13
2026-09-19,2022-06-15,lea,2022,34,Colonial School District,All Schools,All Schools,2022-01-01,632,25
2026-09-19,2022-06-15,lea,2022,34,Colonial School District,All Schools,All Schools,2022-02-01,632,13
2026-09-19,2022-06-15,lea,2022,34,Colonial School District,All Schools,All Schools,2022-03-01,632,20
2026-09-19,2022-06-15,lea,2022,34,Colonial School District,All Schools,All Schools,2022-04-01,632,24
2026-09-19,2022-06-15,lea,2022,79,Delaware Military Academy,All Schools,All Schools,2021-10-01,142,33
2026-09-19,2022-06-15,lea,2022,79,Delaware Military Academy,All Schools,All Schools,2021-11-01,142,33
2026-09-19,2022-06-15,lea,2022,79,Delaware Military Academy,All Schools,All Schools,2021-12-01,142,10
2026-09-19,2022-06-15,lea,2022,79,Delaware Military Academy,All Schools,All Schools,2022-01-01,142,17
2026-09-19,2022-06-15,lea,2022,79,Delaware Military Academy,All Schools,All Schools,2022-02-01,142,5
2026-09-19,2022-06-15,lea,2022,79,Delaware Military Academy,All Schools,All Schools,2022-03-01,142,4
2026-09-19,2022-06-15,lea,2022,79,Delaware Military Academy,All Schools,All Schools,2022-04-01,142,5
2026-09-19,2022-06-15,lea,2022,37,Delmar School District,All Schools,All Schools,2021-10-01,148,14
2026-09-19,2022-06-15,lea,2022,37,Delmar School District,All Schools,All Schools,2021-11-01,148,6
2026-09-19,2022-06-15,lea,2022,37,Delmar School District,All Schools,All Schools,2021-12-01,148,4
2026-09-19,2022-06-15,lea,2022,37,Delmar School District,All Schools,All Schools,2022-01-01,148,4
2026-09-19,2022-06-15,lea,2022,37,Delmar School District,All Schools,All Schools,2022-02-01,148,7
2026-09-19,2022-06-15,lea,2022,37,Delmar School District,All Schools,All Schools,2022-03-01,148,8
2026-09-19,2022-06-15,lea,2022,37,Delmar School District,All Schools,All Schools,2022-04-01,148,1
2026-09-19,2022-06-15,lea,2022,9604,Early College High School at Del State,All Schools,All Schools,2021-10-01,73,14
2026-09-19,2022-06-15,lea,2022,9604,Early College High School at Del State,All Schools,All Schools,2021-11-01,73,8
2026-09-19,2022-06-15,lea,2022,9604,Early College High School at Del State,All Schools,All Schools,2021-12-01,73,4
2026-09-19,2022-06-15,lea,2022,9604,Early College High School at Del State,All Schools,All Schools,2022-01-01,73,1
2026-09-19,2022-06-15,lea,2022,9604,Early College High School at Del State,All Schools,All Schools,2022-02-01,73,3
2026-09-19,2022-06-15,lea,2022,9604,Early College High School at Del State,All Schools,All Schools,2022-03-01,73,6
2026-09-19,2022-06-15,lea,2022,9604,Early College High School at Del State,All Schools,All Schools,2022-04-01,73,6
2026-09-19,2022-06-15,lea,2022,9607,First State Military Academy,All Schools,All Schools,2021-10-01,90,14
2026-09-19,2022-06-15,lea,2022,9607,First State Military Academy,All Schools,All Schools,2021-11-01,90,3
2026-09-19,2022-06-15,lea,2022,9607,First State Military Academy,All Schools,All Schools,2021-12-01,90,4
2026-09-19,2022-06-15,lea,2022,9607,First State Military Academy,All Schools,All Schools,2022-01-01,90,7
2026-09-19,2022-06-15,lea,2022,9607,First State Military Academy,All Schools,All Schools,2022-02-01,90,2
2026-09-19,2022-06-15,lea,2022,9607,First State Military Academy,All Schools,All Schools,2022-03-01,90,6
2026-09-19,2022-06-15,lea,2022,9607,First State Military Academy,All Schools,All Schools,2022-04-01,90,5
2026-09-19,2022-06-15,lea,2022,9612,Freire Charter School Wilmington,All Schools,All Schools,2021-10-01,112,11
2026-09-19,2022-06-15,lea,2022,9612,Freire Charter School Wilmington,All Schools,All Schools,2021-11-01,112,9
2026-09-19,2022-06-15,lea,2022,9612,Freire Charter School Wilmington,All Schools,All Schools,2021-12-01,112,8
2026-09-19,2022-06-15,lea,2022,9612,Freire Charter School Wilmington,All Schools,All Schools,2022-01-01,112,12
2026-09-19,2022-06-15,lea,2022,9612,Freire Charter School Wilmington,All Schools,All Schools,2022-02-01,112,12
2026-09-19,2022-06-15,lea,2022,9612,Freire Charter School Wilmington,All Schools,All Schools,2022-03-01,112,4
2026-09-19,2022-06-15,lea,2022,9612,Freire Charter School Wilmington,All Schools,All Schools,2022-04-01,112,3
2026-09-19,2022-06-15,lea,2022,9611,Great Oaks Charter School,All Schools,All Schools,2021-10-01,61,6
2026-09-19,2022-06-15,lea,2022,9611,Great Oaks Charter School,All Schools,All Schools,2021-11-01,61,4
2026-09-19,2022-06-15,lea,2022,9611,Great Oaks Charter School,All Schools,All Schools,2021-12-01,61,3
2026-09-19,2022-06-15,lea,2022,9611,Great Oaks Charter School,All Schools,All Schools,2022-01-01,61,3
2026-09-19,2022-06-15,lea,2022,9611,Great Oaks Charter School,All Schools,All Schools,2022-02-01,61,2
2026-09-19,2022-06-15,lea,2022,9611,Great Oaks Charter School,All Schools,All Schools,2022-04-01,61,2
2026-09-19,2022-06-15,lea,2022,36,Indian River School District,All Schools,All Schools,2021-10-01,664,72
2026-09-19,2022-06-15,lea,2022,36,Indian River School District,All Schools,All Schools,2021-11-01,664,30
2026-09-19,2022-06-15,lea,2022,36,Indian River School District,All Schools,All Schools,2021-12-01,664,43
2026-09-19,2022-06-15,lea,2022,36,Indian River School District,All Schools,All Schools,2022-01-01,664,40
2026-09-19,2022-06-15,lea,2022,36,Indian River School District,All Schools,All Schools,2022-02-01,664,30
2026-09-19,2022-06-15,lea,2022,36,Indian River School District,All Schools,All Schools,2022-03-01,664,24
2026-09-19,2022-06-15,lea,2022,36,Indian River School District,All Schools,All Schools,2022-04-01,664,26
2026-09-19,2022-06-15,lea,2022,15,Lake Forest School District,All Schools,All Schools,2021-10-01,199,34
2026-09-19,2022-06-15,lea,2022,15,Lake Forest School District,All Schools,All Schools,2021-11-01,199,28
